alert_level,area_id,area_name,circle_id,city_id,country_id,created_date,id,is_deleted,latest_dust_level,latitude,location,longitude,modified_date,name,smoke,state_id,ward_id
80,-L37kL3lJmfpGE9tof9X,MG Road,-L2e7fEvmHHh7Pj4R30f,-L2TxNe8boIvuTly8hdd,-L1pigYbq_ZQl009gBoU,,111111181818112,FALSE,70,21.808573,Bohra Kabristan,75.615165,,Bohra Kabristan,0,-L2TwVAW-_j7JJ8nDMEI,-L2sgNgUAhpYrq_4r1Ki
